Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name
ENSG00000085999	ENSG00000085999.13	RAD54L	RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]	1
ENSG00000132128	ENSG00000132128.18	LRRC41	leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]	1
ENSG00000173660	ENSG00000173660.12	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]	1
ENSG00000117481	ENSG00000117481.12	NSUN4	NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802]	1
ENSG00000225779	ENSG00000225779.1		novel pseudogene	1
ENSG00000117480	ENSG00000117480.16	FAAH	fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]	1
ENSG00000232022	ENSG00000232022.10	FAAHP1	fatty acid amide hydrolase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50679]	1
ENSG00000291138	ENSG00000291138.2		novel transcript	1
ENSG00000224863	ENSG00000224863.3	LINC01398	long intergenic non-protein coding RNA 1398 [Source:HGNC Symbol;Acc:HGNC:50678]	1
ENSG00000302972	ENSG00000302972.1		novel transcript	1
ENSG00000302942	ENSG00000302942.1		novel transcript	1
ENSG00000197587	ENSG00000197587.12	DMBX1	diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]	1
ENSG00000282881	ENSG00000282881.3	TMEM275	transmembrane protein 275 [Source:HGNC Symbol;Acc:HGNC:53938]	1
ENSG00000269956	ENSG00000269956.3	MKNK1-AS1	MKNK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44129]	1
ENSG00000162456	ENSG00000162456.10	KNCN	kinocilin [Source:HGNC Symbol;Acc:HGNC:26488]	1
ENSG00000079277	ENSG00000079277.22	MKNK1	MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]	1
ENSG00000142961	ENSG00000142961.16	MOB3C	MOB kinase activator 3C [Source:HGNC Symbol;Acc:HGNC:29800]	1
ENSG00000295296	ENSG00000295296.1		novel transcript	1
ENSG00000123472	ENSG00000123472.13	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]	1
ENSG00000233647	ENSG00000233647.2	NENFP1	neudesin neurotrophic factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50298]	1
ENSG00000186118	ENSG00000186118.9	TEX38	testis expressed 38 [Source:HGNC Symbol;Acc:HGNC:29589]	1
ENSG00000228237	ENSG00000228237.6	EFCAB14-AS1	EFCAB14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44108]	1
ENSG00000159658	ENSG00000159658.15	EFCAB14	EF-hand calcium binding domain 14 [Source:HGNC Symbol;Acc:HGNC:29051]	1
ENSG00000295128	ENSG00000295128.1		novel transcript, antisense to EFCAB14	1
ENSG00000236476	ENSG00000236476.2		novel pseudogene	1
ENSG00000142973	ENSG00000142973.16	CYP4B1	cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]	1
ENSG00000290456	ENSG00000290456.1	CYP4Z2P	cytochrome P450 family 4 subfamily Z member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:24426]	1
ENSG00000154198	ENSG00000154198.15	CYP4Z2P	cytochrome P450 family 4 subfamily Z member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:24426]	1
ENSG00000238145	ENSG00000238145.2	TUBAP8	tubulin alpha pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:54875]	1
ENSG00000187048	ENSG00000187048.14	CYP4A11	cytochrome P450 family 4 subfamily A member 11 [Source:HGNC Symbol;Acc:HGNC:2642]	1
ENSG00000259832	ENSG00000259832.1	CYP4A26P	cytochrome P450 family 4 subfamily A member 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:39980]	1
ENSG00000261196	ENSG00000261196.1	CYP4A43P	cytochrome P450 family 4 subfamily A member 43, pseudogene [Source:HGNC Symbol;Acc:HGNC:42417]	1
ENSG00000261593	ENSG00000261593.1	CYP4A27P	cytochrome P450 family 4 subfamily A member 27, pseudogene [Source:HGNC Symbol;Acc:HGNC:42414]	1
ENSG00000261290	ENSG00000261290.1	CYP4A44P	cytochrome P450 family 4 subfamily A member 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:42416]	1
ENSG00000304718	ENSG00000304718.1		novel transcript, antisense to CYP4X1	1
ENSG00000186377	ENSG00000186377.8	CYP4X1	cytochrome P450 family 4 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:20244]	1
ENSG00000186160	ENSG00000186160.5	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1 [Source:HGNC Symbol;Acc:HGNC:20583]	1
ENSG00000225154	ENSG00000225154.2	TUBAP9	tubulin alpha pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:54876]	1
ENSG00000225506	ENSG00000225506.3	CYP4A22-AS1	CYP4A22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43715]	1
ENSG00000162365	ENSG00000162365.13	CYP4A22	cytochrome P450 family 4 subfamily A member 22 [Source:HGNC Symbol;Acc:HGNC:20575]	1
ENSG00000225514	ENSG00000225514.1	MTND1P34	MT-ND1 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:42090]	1
ENSG00000224805	ENSG00000224805.3	LINC00853	long intergenic non-protein coding RNA 853 [Source:HGNC Symbol;Acc:HGNC:43716]	1
ENSG00000162366	ENSG00000162366.8	PDZK1IP1	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]	1
ENSG00000309388	ENSG00000309388.1		novel transcript	1
ENSG00000162367	ENSG00000162367.12	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]	1
ENSG00000226252	ENSG00000226252.1		novel transcript	1
ENSG00000307358	ENSG00000307358.1		novel transcript	1
ENSG00000307375	ENSG00000307375.1		novel transcript	1
ENSG00000123473	ENSG00000123473.17	STIL	STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]	1
ENSG00000162368	ENSG00000162368.15	CMPK1	cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]	1
ENSG00000225762	ENSG00000225762.2	LINC01389	long intergenic non-protein coding RNA 1389 [Source:HGNC Symbol;Acc:HGNC:50661]	1
ENSG00000186790	ENSG00000186790.6	FOXE3	forkhead box E3 [Source:HGNC Symbol;Acc:HGNC:3808]	1
ENSG00000237424	ENSG00000237424.1	FOXD2-AS1	FOXD2 adjacent opposite strand RNA 1 [Source:HGNC Symbol;Acc:HGNC:44256]	1
ENSG00000307814	ENSG00000307814.1		novel transcript	1
ENSG00000186564	ENSG00000186564.6	FOXD2	forkhead box D2 [Source:HGNC Symbol;Acc:HGNC:3803]	1
ENSG00000271355	ENSG00000271355.1		myotubularin related protein 14 (MTMR14) pseudogene	1
ENSG00000229554	ENSG00000229554.2	RPL21P24	ribosomal protein L21 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:35702]	1
ENSG00000304593	ENSG00000304593.1		novel transcript	1
ENSG00000227883	ENSG00000227883.1	ATP6V0E1P4	ATPase H+ transporting V0 subunit e1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:41938]	1
ENSG00000309980	ENSG00000309980.1		novel transcript	1
ENSG00000227947	ENSG00000227947.3	LINC01738	long intergenic non-protein coding RNA 1738 [Source:HGNC Symbol;Acc:HGNC:52526]	1
ENSG00000302309	ENSG00000302309.1		novel transcript	1
ENSG00000269113	ENSG00000269113.4	TRABD2B	TraB domain containing 2B [Source:HGNC Symbol;Acc:HGNC:44200]	1
ENSG00000223814	ENSG00000223814.1		novel transcript	1
ENSG00000225028	ENSG00000225028.1		novel transcript	1
ENSG00000296755	ENSG00000296755.1		novel transcript, antisense to TRABD2B	1
ENSG00000294337	ENSG00000294337.1		novel transcript	1
ENSG00000226133	ENSG00000226133.6	LINC02794	long intergenic non-protein coding RNA 2794 [Source:HGNC Symbol;Acc:HGNC:54318]	1
ENSG00000306551	ENSG00000306551.1		novel transcript	1
ENSG00000231413	ENSG00000231413.1		novel transcript	1
ENSG00000237180	ENSG00000237180.1	CYP46A4P	cytochrome P450 family 46 subfamily A member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:42349]	1
ENSG00000290466	ENSG00000290466.2		novel transcript	1
ENSG00000279096	ENSG00000279096.3		TEC	1
ENSG00000242267	ENSG00000242267.7	SKINT1L	Skint1 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33993]	1
ENSG00000223720	ENSG00000223720.2		novel transcript	1
ENSG00000117834	ENSG00000117834.13	SLC5A9	solute carrier family 5 member 9 [Source:HGNC Symbol;Acc:HGNC:22146]	1
ENSG00000272491	ENSG00000272491.1		novel transcript, antisense to SLC5A9	1
ENSG00000308343	ENSG00000308343.1		novel transcript	1
ENSG00000279214	ENSG00000279214.1		TEC	1
ENSG00000132122	ENSG00000132122.12	SPATA6	spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]	1
ENSG00000224986	ENSG00000224986.2	PPP1R8P1	protein phosphatase 1 regulatory subunit 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9297]	1
ENSG00000206700	ENSG00000206700.1	RNU6-723P	RNA, U6 small nuclear 723, pseudogene [Source:HGNC Symbol;Acc:HGNC:47686]	1
ENSG00000235105	ENSG00000235105.1		amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2 (ALS2CR2) pseudogene	1
ENSG00000223175	ENSG00000223175.1	RNU4-61P	RNA, U4 small nuclear 61, pseudogene [Source:HGNC Symbol;Acc:HGNC:46997]	1
ENSG00000308324	ENSG00000308324.1		novel transcript, antisense to SPATA6	1
ENSG00000232514	ENSG00000232514.1	RPL21P25	ribosomal protein L21 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36785]	1
ENSG00000186094	ENSG00000186094.18	AGBL4	AGBL carboxypeptidase 4 [Source:HGNC Symbol;Acc:HGNC:25892]	1
ENSG00000287661	ENSG00000287661.1		novel transcript, antisense to AGBL4	1
ENSG00000162373	ENSG00000162373.13	BEND5	BEN domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25668]	1
ENSG00000286597	ENSG00000286597.2		novel transcript, antisense to AGBL4	1
ENSG00000229846	ENSG00000229846.3		novel transcript	1
ENSG00000230114	ENSG00000230114.1	AGBL4-AS1	AGBL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41123]	1
ENSG00000225623	ENSG00000225623.1	AGBL4-IT1	AGBL4 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41482]	1
ENSG00000304060	ENSG00000304060.1		novel transcript, sense intronic to AGBL4	1
ENSG00000237478	ENSG00000237478.2		pseudogene similar to part of ribosomal protein S11 (RPS11)	1
ENSG00000215887	ENSG00000215887.5	ZNF859P	zinc finger protein 859, pseudogene [Source:HGNC Symbol;Acc:HGNC:34507]	1
ENSG00000279324	ENSG00000279324.1		novel transcript	1
ENSG00000233595	ENSG00000233595.2	MTND2P29	MT-ND2 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:42130]	1
ENSG00000162374	ENSG00000162374.18	ELAVL4	ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]	1
ENSG00000230828	ENSG00000230828.1		novel pseudogene	1
ENSG00000237337	ENSG00000237337.2	ELAVL4-AS1	ELAVL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40210]	1
ENSG00000233407	ENSG00000233407.1		novel transcript	1
ENSG00000284696	ENSG00000284696.3	LINC02808	long intergenic non-protein coding RNA 2808 [Source:HGNC Symbol;Acc:HGNC:54340]	1
ENSG00000284645	ENSG00000284645.2		novel transcript	1
ENSG00000310470	ENSG00000310470.1		novel transcript	1
ENSG00000234080	ENSG00000234080.3		ribosomal protein S2 (RPS2) pseudogene	1
ENSG00000229316	ENSG00000229316.1	HMGB1P45	high mobility group box 1 pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:39277]	1
ENSG00000225671	ENSG00000225671.2	FCF1P6	FCF1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44618]	1
ENSG00000142700	ENSG00000142700.12	DMRTA2	DMRT like family A2 [Source:HGNC Symbol;Acc:HGNC:13908]	1
ENSG00000225767	ENSG00000225767.2	FAF1-AS1	FAF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40228]	1
ENSG00000185104	ENSG00000185104.21	FAF1	Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]	1
ENSG00000207194	ENSG00000207194.1	RNU6-1026P	RNA, U6 small nuclear 1026, pseudogene [Source:HGNC Symbol;Acc:HGNC:47989]	1
ENSG00000230585	ENSG00000230585.2	PHB1P12	PHB1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39291]	1
ENSG00000237130	ENSG00000237130.1	MRPS6P2	mitochondrial ribosomal protein S6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29781]	1
ENSG00000123080	ENSG00000123080.12	CDKN2C	cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]	1
ENSG00000290102	ENSG00000290102.2		novel transcript, antisense to CDKN2C	1
ENSG00000299346	ENSG00000299346.1		novel transcript	1
ENSG00000299364	ENSG00000299364.1		novel transcript	1
ENSG00000299324	ENSG00000299324.1		novel transcript	1
ENSG00000265538	ENSG00000265538.1	MIR4421	microRNA 4421 [Source:HGNC Symbol;Acc:HGNC:41879]	1
ENSG00000275816	ENSG00000275816.1	MIR6500	microRNA 6500 [Source:HGNC Symbol;Acc:HGNC:49935]	1
ENSG00000304543	ENSG00000304543.1		novel transcript	1
ENSG00000204006	ENSG00000204006.11	C1orf185	chromosome 1 open reading frame 185 [Source:HGNC Symbol;Acc:HGNC:28096]	1
ENSG00000200262	ENSG00000200262.1	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	1
ENSG00000213478	ENSG00000213478.2	CFL1P2	cofilin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1878]	1
ENSG00000203356	ENSG00000203356.3	LINC01562	long intergenic non-protein coding RNA 1562 [Source:HGNC Symbol;Acc:HGNC:51335]	1
ENSG00000123091	ENSG00000123091.5	RNF11	ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056]	1
ENSG00000233406	ENSG00000233406.5		ribosomal protein S2 (RPS2) pseudogene	1
ENSG00000236434	ENSG00000236434.2		novel transcript	1
ENSG00000085831	ENSG00000085831.16	TTC39A	tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]	1
ENSG00000294499	ENSG00000294499.1		novel transcript, antisense to TTC39A	1
ENSG00000261664	ENSG00000261664.6	TTC39A-AS1	TTC39A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40851]	1
ENSG00000085832	ENSG00000085832.18	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	1
ENSG00000232027	ENSG00000232027.2		proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog) (PSMD7) pseudogene	1
ENSG00000206595	ENSG00000206595.1	RNU6-877P	RNA, U6 small nuclear 877, pseudogene [Source:HGNC Symbol;Acc:HGNC:47840]	1
ENSG00000238140	ENSG00000238140.1		novel transcript	1
ENSG00000227070	ENSG00000227070.3	EPS15-AS1	EPS15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40219]	1
ENSG00000252032	ENSG00000252032.1	RNU6-1281P	RNA, U6 small nuclear 1281, pseudogene [Source:HGNC Symbol;Acc:HGNC:48244]	1
ENSG00000293506	ENSG00000293506.2		novel transcript	1
ENSG00000227742	ENSG00000227742.3	CALR4P	calreticulin 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:35456]	1
ENSG00000117859	ENSG00000117859.19	OSBPL9	oxysterol binding protein like 9 [Source:HGNC Symbol;Acc:HGNC:16386]	1
ENSG00000236973	ENSG00000236973.2	GAPDHP51	glyceraldehyde 3 phosphate dehydrogenase pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:38557]	1
ENSG00000232846	ENSG00000232846.1	SLC25A6P3	solute carrier family 25 member 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43852]	1
ENSG00000212624	ENSG00000212624.1			1
ENSG00000078618	ENSG00000078618.23	NRDC	nardilysin convertase [Source:HGNC Symbol;Acc:HGNC:7995]	1
ENSG00000266993	ENSG00000266993.3		novel transcript, antisense to NRD1	1
ENSG00000272175	ENSG00000272175.1		novel transcript, antisense to NRD1	1
ENSG00000283899	ENSG00000283899.1	MIR761	microRNA 761 [Source:HGNC Symbol;Acc:HGNC:37305]	1
ENSG00000230604	ENSG00000230604.2	TSEN15P2	tRNA splicing endonuclease subunit 15 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43963]	1
ENSG00000169213	ENSG00000169213.7	RAB3B	RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]	1
ENSG00000200839	ENSG00000200839.1	RNA5SP48	RNA, 5S ribosomal pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:42824]	1
ENSG00000229032	ENSG00000229032.1		40s ribosomal protein S26 (RPS26) pseudogene	1
ENSG00000264613	ENSG00000264613.2	RN7SL290P	RNA, 7SL, cytoplasmic 290, pseudogene [Source:HGNC Symbol;Acc:HGNC:46306]	1
ENSG00000117862	ENSG00000117862.14	TXNDC12	thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626]	1
ENSG00000285839	ENSG00000285839.1		novel transcript	1
ENSG00000198841	ENSG00000198841.4	KTI12	KTI12 chromatin associated homolog [Source:HGNC Symbol;Acc:HGNC:25160]	1
ENSG00000223390	ENSG00000223390.1		novel transcript	1
ENSG00000228369	ENSG00000228369.2	TXNDC12-AS1	TXNDC12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30008]	1
ENSG00000305195	ENSG00000305195.1		novel transcript, antisense to TXNDC12	1
ENSG00000134717	ENSG00000134717.18	BTF3L4	basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547]	1
ENSG00000298112	ENSG00000298112.1		novel transcript	1
ENSG00000298098	ENSG00000298098.1		novel transcript	1
ENSG00000157077	ENSG00000157077.16	ZFYVE9	zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]	1
ENSG00000241745	ENSG00000241745.3	RN7SL788P	RNA, 7SL, cytoplasmic 788, pseudogene [Source:HGNC Symbol;Acc:HGNC:46804]	1
ENSG00000228407	ENSG00000228407.2		pseudogene similar to part of alcohol dehydrogenase 5 (class III), chi polypeptidem (ADH5)	1
ENSG00000223429	ENSG00000223429.1		transformer-2 alpha (TRA2A) pseudogene	1
ENSG00000224255	ENSG00000224255.2	PDCL3P6	PDCL3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44507]	1
ENSG00000236004	ENSG00000236004.2		pseudogene similar to part of ribosomal protein L9 (RPL9)	1
ENSG00000237663	ENSG00000237663.2	DNAJC19P7	DnaJ heat shock protein family (Hsp40) member C19 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:45070]	1
ENSG00000213735	ENSG00000213735.2	ANAPC10P1	anaphase promoting complex subunit 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33976]	1
ENSG00000154222	ENSG00000154222.15	CC2D1B	coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]	1
ENSG00000272100	ENSG00000272100.1		novel transcript, antisense to CC2D1B	1
ENSG00000287078	ENSG00000287078.2		novel transcript, antisense to CC2D1B	1
ENSG00000224680	ENSG00000224680.4	PLA2G12AP1	phospholipase A2 group XIIA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39248]	1
ENSG00000085840	ENSG00000085840.13	ORC1	origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]	1
ENSG00000134748	ENSG00000134748.13	PRPF38A	pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]	1
ENSG00000134744	ENSG00000134744.14	TUT4	terminal uridylyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:28981]	1
ENSG00000272371	ENSG00000272371.2		novel transcript	1
ENSG00000236290	ENSG00000236290.1	EEF1GP7	eukaryotic translation elongation factor 1 gamma pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44562]	1
ENSG00000116157	ENSG00000116157.6	GPX7	glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]	1
ENSG00000304915	ENSG00000304915.1		novel transcript	1
ENSG00000182183	ENSG00000182183.15	SHISAL2A	shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]	1
ENSG00000162377	ENSG00000162377.6	COA7	cytochrome c oxidase assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:25716]	1
ENSG00000233664	ENSG00000233664.1	NDUFS5P3	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44041]	1
ENSG00000239640	ENSG00000239640.3	RN7SL62P	RNA, 7SL, cytoplasmic 62, pseudogene [Source:HGNC Symbol;Acc:HGNC:46078]	1
ENSG00000162378	ENSG00000162378.13	ZYG11B	zyg-11 family member B, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:25820]	1
ENSG00000252018	ENSG00000252018.1	RNU2-30P	RNA, U2 small nuclear 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:48523]	1
ENSG00000228929	ENSG00000228929.1	RPS13P2	ribosomal protein S13 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36364]	1
ENSG00000206627	ENSG00000206627.1	RNU6-969P	RNA, U6 small nuclear 969, pseudogene [Source:HGNC Symbol;Acc:HGNC:47932]	1
ENSG00000203995	ENSG00000203995.11	ZYG11A	zyg-11 family member A, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:32058]	1
ENSG00000242391	ENSG00000242391.2		novel transcript, antisense to ZYG11A	1
ENSG00000121310	ENSG00000121310.17	ECHDC2	enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]	1
ENSG00000230953	ENSG00000230953.2		translational machinery associated 7 homolog (S. cerevisiae) (TMA7) pseudogene	1
ENSG00000231866	ENSG00000231866.2		chromosome 14 open reading frame 2 (C14orf2) (MP68) pseudogene	1
ENSG00000116171	ENSG00000116171.19	SCP2	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]	1
ENSG00000264834	ENSG00000264834.1			1
ENSG00000266188	ENSG00000266188.1			1
ENSG00000265815	ENSG00000265815.1			1
ENSG00000237279	ENSG00000237279.2	H3P2	H3 histone pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43795]	1
ENSG00000236360	ENSG00000236360.2	RRAS2P1	RRAS2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54561]	1
ENSG00000226147	ENSG00000226147.1	TUBBP10	tubulin beta class I pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42344]	1
ENSG00000174348	ENSG00000174348.14	PODN	podocan [Source:HGNC Symbol;Acc:HGNC:23174]	1
ENSG00000232993	ENSG00000232993.1		novel transcript	1
ENSG00000227644	ENSG00000227644.2	HIGD1AP11	HIG1 hypoxia inducible domain family member 1A pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:43006]	1
ENSG00000162383	ENSG00000162383.13	SLC1A7	solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945]	1
ENSG00000235563	ENSG00000235563.2		novel transcript	1
ENSG00000277397	ENSG00000277397.1		carnitine palmitoyltransferase 2 (CPT2) pseudogene	1
ENSG00000305101	ENSG00000305101.1		novel transcript	1
ENSG00000157184	ENSG00000157184.7	CPT2	carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]	1
ENSG00000236723	ENSG00000236723.2		novel transcript, antisense to CPT2	1
ENSG00000162384	ENSG00000162384.14	CZIB	CXXC motif containing zinc binding protein [Source:HGNC Symbol;Acc:HGNC:26059]	1
ENSG00000259818	ENSG00000259818.1	CZIB-DT	CZIB divergent transcript [Source:HGNC Symbol;Acc:HGNC:55408]	1
ENSG00000162385	ENSG00000162385.11	MAGOH	mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]	1
ENSG00000226754	ENSG00000226754.4	MAGOH-DT	MAGOH divergent transcript [Source:HGNC Symbol;Acc:HGNC:49539]	1
ENSG00000157193	ENSG00000157193.18	LRP8	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]	1
ENSG00000234578	ENSG00000234578.1		novel transcript	1
ENSG00000228838	ENSG00000228838.1		novel transcript	1
ENSG00000232762	ENSG00000232762.1		novel transcript	1
ENSG00000225675	ENSG00000225675.3	LRP8-DT	LRP8 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52561]	1
ENSG00000226938	ENSG00000226938.2		novel transcript	1
ENSG00000285954	ENSG00000285954.1		novel transcript	1
ENSG00000230138	ENSG00000230138.2	LINC02812	long intergenic non-protein coding RNA 2812 [Source:HGNC Symbol;Acc:HGNC:54344]	1
ENSG00000297466	ENSG00000297466.1		novel transcript	1
ENSG00000293253	ENSG00000293253.2		novel protein	1
ENSG00000295098	ENSG00000295098.1		novel transcript, antisense to RP4-796B4.5	1
ENSG00000293595	ENSG00000293595.1	SLC25A3P1	solute carrier family 25 member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26869]	1
ENSG00000236253	ENSG00000236253.8	SLC25A3P1	solute carrier family 25 member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26869]	1
ENSG00000295077	ENSG00000295077.1		novel transcript, antisense to RP4-796B4.5	1
ENSG00000288527	ENSG00000288527.1		solute carrier family 25, member-like pseudogene	1
ENSG00000143006	ENSG00000143006.7	DMRTB1	DMRT like family B with proline rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:13913]	1
